Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009314~response to radiation	4	4.651162790697675	3.106258682130455E-4	ENSMUSG00000052684, ENSMUSG00000045573, ENSMUSG00000052837, ENSMUSG00000005672	81	30	18082	29.764609053497942	0.24274357129277968	0.024960773342393328	0.4827446122650847
GOTERM_BP_DIRECT	GO:0048247~lymphocyte chemotaxis	4	4.651162790697675	4.13463888214067E-4	ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000018920, ENSMUSG00000000982	81	33	18082	27.058735503179946	0.3093531814042574	0.03037307207532458	0.642084381285668
GOTERM_BP_DIRECT	GO:0030890~positive regulation of B cell proliferation	4	4.651162790697675	9.059444722217296E-4	ENSMUSG00000027720, ENSMUSG00000024610, ENSMUSG00000051212, ENSMUSG00000029075	81	43	18082	20.766006316393913	0.5556700241371798	0.060492109758653045	1.4018421710114026
GOTERM_BP_DIRECT	GO:0032495~response to muramyl dipeptide	3	3.488372093023256	0.0010360182036472892	ENSMUSG00000021025, ENSMUSG00000019850, ENSMUSG00000029771	81	11	18082	60.88215488215488	0.6045444712101731	0.06411764152472499	1.6015995022099272
GOTERM_BP_DIRECT	GO:0042511~positive regulation of tyrosine phosphorylation of Stat1 protein	3	3.488372093023256	0.0010360182036472892	ENSMUSG00000041954, ENSMUSG00000034394, ENSMUSG00000005672	81	11	18082	60.88215488215488	0.6045444712101731	0.06411764152472499	1.6015995022099272
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	5	5.813953488372093	0.001126848933336773	ENSMUSG00000035678, ENSMUSG00000000125, ENSMUSG00000000982, ENSMUSG00000005696, ENSMUSG00000019489	81	103	18082	10.836629509768668	0.6354525118148797	0.06506028732573466	1.740865782807255
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	5	5.813953488372093	0.0014374675923557274	ENSMUSG00000006519, ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000000982, ENSMUSG00000037405	81	110	18082	10.14702581369248	0.7240288802549026	0.07731390192682897	2.215729364230512
GOTERM_BP_DIRECT	GO:0006959~humoral immune response	4	4.651162790697675	0.0015766444599519802	ENSMUSG00000024402, ENSMUSG00000015396, ENSMUSG00000051212, ENSMUSG00000005696	81	52	18082	17.171889838556503	0.7563957657330762	0.07971437735103437	2.427800922263479
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	4	4.651162790697675	0.0018539177294898985	ENSMUSG00000034855, ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000000982	81	55	18082	16.235241301907966	0.8100123737420387	0.08813786034631999	2.8490154174106608
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	6	6.976744186046512	0.002342647572978928	ENSMUSG00000034855, ENSMUSG00000056130, ENSMUSG00000018920, ENSMUSG00000019850, ENSMUSG00000002602, ENSMUSG00000037405	81	209	18082	6.408647882332092	0.8774369023834258	0.1045962001354731	3.587320007209327
GOTERM_BP_DIRECT	GO:0042127~regulation of cell proliferation	6	6.976744186046512	0.0033423863176098322	ENSMUSG00000034855, ENSMUSG00000021025, ENSMUSG00000035678, ENSMUSG00000041954, ENSMUSG00000024778, ENSMUSG00000052837	81	227	18082	5.900473160385054	0.9500356830275716	0.13913907030738504	5.081259532501791
GOTERM_BP_DIRECT	GO:0071346~cellular response to interferon-gamma	4	4.651162790697675	0.003398647067222031	ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000000982, ENSMUSG00000105504	81	68	18082	13.131445170660855	0.9524973533546326	0.13505884426095416	5.1646844074687674
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	9	10.465116279069768	0.003520324529598381	ENSMUSG00000052684, ENSMUSG00000018914, ENSMUSG00000009772, ENSMUSG00000041954, ENSMUSG00000024014, ENSMUSG00000053175, ENSMUSG00000024778, ENSMUSG00000024610, ENSMUSG00000002602	81	566	18082	3.5496662740478993	0.9574148309235082	0.13364963532607765	5.344876238090213
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	7	8.13953488372093	0.003679993532188368	ENSMUSG00000052684, ENSMUSG00000021453, ENSMUSG00000015312, ENSMUSG00000030790, ENSMUSG00000024402, ENSMUSG00000024778, ENSMUSG00000029771	81	335	18082	4.66460291136908	0.9631046341607028	0.13364791086044225	5.580843598674868
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	5	5.813953488372093	0.0040122666657926714	ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000000982, ENSMUSG00000037405, ENSMUSG00000032011	81	146	18082	7.645019448672417	0.9726271046389088	0.13922753891138828	6.070130901976678
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	9	10.465116279069768	0.004036468803073152	ENSMUSG00000052684, ENSMUSG00000026628, ENSMUSG00000053175, ENSMUSG00000023947, ENSMUSG00000019256, ENSMUSG00000029075, ENSMUSG00000030103, ENSMUSG00000048895, ENSMUSG00000021366	81	579	18082	3.469967376703128	0.9732159953793875	0.13480296900070232	6.105676782159442
GOTERM_BP_DIRECT	GO:0071407~cellular response to organic cyclic compound	4	4.651162790697675	0.004479034563600377	ENSMUSG00000006519, ENSMUSG00000021025, ENSMUSG00000046971, ENSMUSG00000000982	81	75	18082	11.905843621399177	0.9820064238551224	0.14318090993928478	6.753461228455504
GOTERM_BP_DIRECT	GO:0009987~cellular process	3	3.488372093023256	0.005008767066685754	ENSMUSG00000052684, ENSMUSG00000024402, ENSMUSG00000052837	81	24	18082	27.90432098765432	0.9888253886908949	0.15333362543495954	7.52333266871783
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	4	4.651162790697675	0.0053644318125517275	ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000000982, ENSMUSG00000037405	81	80	18082	11.161728395061727	0.9918854008709781	0.1579634042394178	8.036885839096907
GOTERM_BP_DIRECT	GO:0034097~response to cytokine	4	4.651162790697675	0.0055532037731983105	ENSMUSG00000052684, ENSMUSG00000018341, ENSMUSG00000018920, ENSMUSG00000052837	81	81	18082	11.023929279073311	0.9931531645916898	0.15790377539311207	8.308372993565595
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	4	4.651162790697675	0.00655676107869657	ENSMUSG00000045573, ENSMUSG00000024778, ENSMUSG00000000982, ENSMUSG00000019256	81	86	18082	10.383003158196956	0.9972264417058715	0.17819664497960386	9.739116208892707
GOTERM_BP_DIRECT	GO:0006469~negative regulation of protein kinase activity	4	4.651162790697675	0.008620164079430212	ENSMUSG00000021453, ENSMUSG00000015312, ENSMUSG00000032011, ENSMUSG00000032578	81	95	18082	9.3993502274204	0.9995686072692723	0.2211613229414625	12.615462770290709
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	8	9.30232558139535	0.010089023482698854	ENSMUSG00000052684, ENSMUSG00000034855, ENSMUSG00000018914, ENSMUSG00000026628, ENSMUSG00000030790, ENSMUSG00000024402, ENSMUSG00000034394, ENSMUSG00000005672	81	542	18082	3.2949751719739417	0.9998855685990549	0.2469400728180866	14.610513586101337
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	4	4.651162790697675	0.010184546752317728	ENSMUSG00000018914, ENSMUSG00000034394, ENSMUSG00000024610, ENSMUSG00000037405	81	101	18082	8.840972986187507	0.9998950371270753	0.24242554071937739	14.738768724130702
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	5	5.813953488372093	0.010408562949828696	ENSMUSG00000006519, ENSMUSG00000018914, ENSMUSG00000045573, ENSMUSG00000030790, ENSMUSG00000024402	81	192	18082	5.813400205761317	0.99991428513034	0.24075139092713604	15.03883923735585
GOTERM_BP_DIRECT	GO:0006950~response to stress	3	3.488372093023256	0.010464034112771095	ENSMUSG00000021453, ENSMUSG00000015312, ENSMUSG00000019256	81	35	18082	19.134391534391533	0.9999184793766119	0.23584920160980505	15.11299025252335
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	4	4.651162790697675	0.011024563937351314	ENSMUSG00000034394, ENSMUSG00000024778, ENSMUSG00000029075, ENSMUSG00000005672	81	104	18082	8.585944919278251	0.9999509061805749	0.2408872242782456	15.858887601587867
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	6	6.976744186046512	0.011802979114662146	ENSMUSG00000018914, ENSMUSG00000021025, ENSMUSG00000024778, ENSMUSG00000032446, ENSMUSG00000019256, ENSMUSG00000019817	81	308	18082	4.348725348725349	0.9999757356557598	0.24964043923715562	16.884556550009666
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	11	12.790697674418606	0.012145623274354823	ENSMUSG00000052684, ENSMUSG00000026628, ENSMUSG00000021025, ENSMUSG00000053175, ENSMUSG00000027720, ENSMUSG00000034394, ENSMUSG00000000982, ENSMUSG00000032446, ENSMUSG00000029771, ENSMUSG00000052837, ENSMUSG00000019817	81	995	18082	2.4679198461443015	0.9999822102079887	0.2500980263798638	17.33231841617502
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	8	9.30232558139535	0.013039830772220326	ENSMUSG00000037242, ENSMUSG00000021453, ENSMUSG00000009772, ENSMUSG00000015312, ENSMUSG00000041954, ENSMUSG00000024014, ENSMUSG00000019850, ENSMUSG00000024778	81	570	18082	3.1331167424734674	0.9999920902011075	0.26008176704568375	18.490245000968375
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	4	4.651162790697675	0.0134560452638621	ENSMUSG00000052684, ENSMUSG00000021453, ENSMUSG00000015312, ENSMUSG00000052837	81	112	18082	7.972663139329805	0.9999945773256875	0.2614917724769297	19.024016754347272
GOTERM_BP_DIRECT	GO:0002548~monocyte chemotaxis	3	3.488372093023256	0.013523633061799779	ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000000982	81	40	18082	16.74259259259259	0.9999948998453806	0.25712342010350975	19.110384978667007
GOTERM_BP_DIRECT	GO:0097192~extrinsic apoptotic signaling pathway in absence of ligand	3	3.488372093023256	0.014843333640367478	ENSMUSG00000018914, ENSMUSG00000027720, ENSMUSG00000024778	81	42	18082	15.945326278659612	0.9999984609812079	0.27288844595837247	20.779609894792706
GOTERM_BP_DIRECT	GO:0001974~blood vessel remodeling	3	3.488372093023256	0.015523206282807905	ENSMUSG00000034394, ENSMUSG00000002602, ENSMUSG00000019256	81	43	18082	15.574504737295435	0.9999991703258284	0.2779300928056452	21.62691331279456
GOTERM_BP_DIRECT	GO:0042493~response to drug	6	6.976744186046512	0.01721497777432844	ENSMUSG00000052684, ENSMUSG00000006519, ENSMUSG00000024402, ENSMUSG00000000982, ENSMUSG00000037405, ENSMUSG00000052837	81	339	18082	3.9510542991368944	0.9999998220149225	0.2975755386827805	23.698651864732877
GOTERM_BP_DIRECT	GO:0071216~cellular response to biotic stimulus	2	2.3255813953488373	0.017581506265339945	ENSMUSG00000021025, ENSMUSG00000027720	81	4	18082	111.61728395061728	0.9999998725341761	0.29727318165942573	24.140694431054765
GOTERM_BP_DIRECT	GO:0045597~positive regulation of cell differentiation	3	3.488372093023256	0.01764138391302174	ENSMUSG00000052684, ENSMUSG00000032446, ENSMUSG00000052837	81	46	18082	14.55877616747182	0.9999998793013359	0.29270232992603173	24.212680240908323
GOTERM_BP_DIRECT	GO:0048536~spleen development	3	3.488372093023256	0.01764138391302174	ENSMUSG00000053175, ENSMUSG00000024778, ENSMUSG00000019256	81	46	18082	14.55877616747182	0.9999998793013359	0.29270232992603173	24.212680240908323
GOTERM_BP_DIRECT	GO:0001961~positive regulation of cytokine-mediated signaling pathway	2	2.3255813953488373	0.021928971665218434	ENSMUSG00000024610, ENSMUSG00000002602	81	5	18082	89.29382716049382	0.9999999975928491	0.344416929481009	29.204293360128762
GOTERM_BP_DIRECT	GO:1900426~positive regulation of defense response to bacterium	2	2.3255813953488373	0.021928971665218434	ENSMUSG00000006519, ENSMUSG00000002059	81	5	18082	89.29382716049382	0.9999999975928491	0.344416929481009	29.204293360128762
GOTERM_BP_DIRECT	GO:0001922~B-1 B cell homeostasis	2	2.3255813953488373	0.021928971665218434	ENSMUSG00000019850, ENSMUSG00000019256	81	5	18082	89.29382716049382	0.9999999975928491	0.344416929481009	29.204293360128762
GOTERM_BP_DIRECT	GO:0032755~positive regulation of interleukin-6 production	3	3.488372093023256	0.02222001096046431	ENSMUSG00000006519, ENSMUSG00000056130, ENSMUSG00000035678	81	52	18082	12.878917378917377	0.9999999981557293	0.3422845953228605	29.531716441345466
GOTERM_BP_DIRECT	GO:0071277~cellular response to calcium ion	3	3.488372093023256	0.023026052559499886	ENSMUSG00000052684, ENSMUSG00000037242, ENSMUSG00000052837	81	53	18082	12.635918937805728	0.9999999991184042	0.3465541827293569	30.431142332243553
GOTERM_BP_DIRECT	GO:0035914~skeletal muscle cell differentiation	3	3.488372093023256	0.024673856627051596	ENSMUSG00000026628, ENSMUSG00000032446, ENSMUSG00000019817	81	55	18082	12.176430976430975	0.9999999998054059	0.36058533453526753	32.2365264101601
GOTERM_BP_DIRECT	GO:0031100~organ regeneration	3	3.488372093023256	0.025515382574444318	ENSMUSG00000030790, ENSMUSG00000034394, ENSMUSG00000002602	81	56	18082	11.958994708994707	0.9999999999101301	0.36465144771724245	33.14152342613653
GOTERM_BP_DIRECT	GO:0001541~ovarian follicle development	3	3.488372093023256	0.026368501435384106	ENSMUSG00000037405, ENSMUSG00000019256, ENSMUSG00000005672	81	57	18082	11.749187784275502	0.9999999999589625	0.36867428429378724	34.047433151137206
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	4	4.651162790697675	0.02697143346971958	ENSMUSG00000018914, ENSMUSG00000029771, ENSMUSG00000005672, ENSMUSG00000032578	81	146	18082	6.116015558937933	0.9999999999764276	0.3697986727255035	34.680732692834816
GOTERM_BP_DIRECT	GO:0007204~positive regulation of cytosolic calcium ion concentration	4	4.651162790697675	0.027928454763932284	ENSMUSG00000031015, ENSMUSG00000030790, ENSMUSG00000027720, ENSMUSG00000000982	81	148	18082	6.033366700033366	0.9999999999902295	0.374669572223277	35.67428247559528
GOTERM_BP_DIRECT	GO:0050869~negative regulation of B cell activation	2	2.3255813953488373	0.03056698664506582	ENSMUSG00000019850, ENSMUSG00000024778	81	7	18082	63.78130511463844	0.9999999999991421	0.3965963658912174	38.340777073777446
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	6	6.976744186046512	0.03131187824455707	ENSMUSG00000026628, ENSMUSG00000029994, ENSMUSG00000032446, ENSMUSG00000029771, ENSMUSG00000019256, ENSMUSG00000052837	81	397	18082	3.373822184905308	0.9999999999995688	0.3985627749707954	39.074624268338184
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	3	3.488372093023256	0.03172420772206326	ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000000982	81	63	18082	10.630217519106408	0.9999999999997055	0.39721712883910654	39.47731773164722
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	6	6.976744186046512	0.031897165943354004	ENSMUSG00000026628, ENSMUSG00000090958, ENSMUSG00000000125, ENSMUSG00000034394, ENSMUSG00000000982, ENSMUSG00000005672	81	399	18082	3.3569107955072863	0.999999999999749	0.3936071808573267	39.64549130279946
GOTERM_BP_DIRECT	GO:0032088~negative regulation of NF-kappaB transcription factor activity	3	3.488372093023256	0.03454931920457465	ENSMUSG00000021025, ENSMUSG00000029994, ENSMUSG00000019850	81	66	18082	10.14702581369248	0.9999999999999785	0.41337133959574524	42.17013112544319
GOTERM_BP_DIRECT	GO:0002315~marginal zone B cell differentiation	2	2.3255813953488373	0.03485769984358885	ENSMUSG00000053175, ENSMUSG00000019850	81	8	18082	55.80864197530864	0.9999999999999838	0.4109470871189952	42.45718355447512
GOTERM_BP_DIRECT	GO:0032609~interferon-gamma production	2	2.3255813953488373	0.03485769984358885	ENSMUSG00000018341, ENSMUSG00000032446	81	8	18082	55.80864197530864	0.9999999999999838	0.4109470871189952	42.45718355447512
GOTERM_BP_DIRECT	GO:0000185~activation of MAPKKK activity	2	2.3255813953488373	0.03485769984358885	ENSMUSG00000021453, ENSMUSG00000015312	81	8	18082	55.80864197530864	0.9999999999999838	0.4109470871189952	42.45718355447512
GOTERM_BP_DIRECT	GO:0043525~positive regulation of neuron apoptotic process	3	3.488372093023256	0.0374686158966092	ENSMUSG00000052684, ENSMUSG00000000982, ENSMUSG00000048895	81	69	18082	9.705850778314545	0.9999999999999986	0.42896698008723333	44.834644392977076
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	3	3.488372093023256	0.0374686158966092	ENSMUSG00000020702, ENSMUSG00000019122, ENSMUSG00000000982	81	69	18082	9.705850778314545	0.9999999999999986	0.42896698008723333	44.834644392977076
GOTERM_BP_DIRECT	GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity	3	3.488372093023256	0.0374686158966092	ENSMUSG00000024014, ENSMUSG00000029075, ENSMUSG00000030103	81	69	18082	9.705850778314545	0.9999999999999986	0.42896698008723333	44.834644392977076
GOTERM_BP_DIRECT	GO:0046330~positive regulation of JNK cascade	3	3.488372093023256	0.038462139291814273	ENSMUSG00000018914, ENSMUSG00000021453, ENSMUSG00000015312	81	70	18082	9.567195767195766	0.9999999999999994	0.4323095506411585	45.71493937924514
GOTERM_BP_DIRECT	GO:0045906~negative regulation of vasoconstriction	2	2.3255813953488373	0.039129658680277284	ENSMUSG00000030790, ENSMUSG00000019256	81	9	18082	49.6076817558299	0.9999999999999997	0.4328082161663379	46.29898203019198
GOTERM_BP_DIRECT	GO:0021796~cerebral cortex regionalization	2	2.3255813953488373	0.039129658680277284	ENSMUSG00000031785, ENSMUSG00000032446	81	9	18082	49.6076817558299	0.9999999999999997	0.4328082161663379	46.29898203019198
GOTERM_BP_DIRECT	GO:0071333~cellular response to glucose stimulus	3	3.488372093023256	0.03946569682262413	ENSMUSG00000006519, ENSMUSG00000037405, ENSMUSG00000002059	81	71	18082	9.43244653103808	0.9999999999999998	0.43055268978878647	46.59076668205614
GOTERM_BP_DIRECT	GO:0007568~aging	4	4.651162790697675	0.04139601000369805	ENSMUSG00000052684, ENSMUSG00000045573, ENSMUSG00000030790, ENSMUSG00000020310	81	173	18082	5.1614928994505105	1.0	0.4412901181497473	48.2383387669342
GOTERM_BP_DIRECT	GO:0090557~establishment of endothelial intestinal barrier	2	2.3255813953488373	0.04338294409458671	ENSMUSG00000024812, ENSMUSG00000037405	81	10	18082	44.64691358024691	1.0	0.45197896218096156	49.884478041764524
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	3	3.488372093023256	0.04357816345492396	ENSMUSG00000030790, ENSMUSG00000020702, ENSMUSG00000024778	81	75	18082	8.929382716049382	1.0	0.44854287471029963	50.04354279180999
GOTERM_BP_DIRECT	GO:0051024~positive regulation of immunoglobulin secretion	2	2.3255813953488373	0.04761763668330876	ENSMUSG00000027720, ENSMUSG00000029075	81	11	18082	40.58810325476992	1.0	0.4738374911896962	53.23075778820308
GOTERM_BP_DIRECT	GO:0014070~response to organic cyclic compound	3	3.488372093023256	0.0489320322070007	ENSMUSG00000015396, ENSMUSG00000037405, ENSMUSG00000019256	81	80	18082	8.371296296296295	1.0	0.47834693769726766	54.22610544122042
GOTERM_BP_DIRECT	GO:0043922~negative regulation by host of viral transcription	2	2.3255813953488373	0.051833816701722664	ENSMUSG00000052684, ENSMUSG00000000982	81	12	18082	37.205761316872426	1.0	0.493649392499378	56.353769286208845
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	4	4.651162790697675	0.058275174466707234	ENSMUSG00000041954, ENSMUSG00000053175, ENSMUSG00000024778, ENSMUSG00000029075	81	199	18082	4.48712699298964	1.0	0.5308672664012756	60.75049647580233
GOTERM_BP_DIRECT	GO:0045060~negative thymic T cell selection	2	2.3255813953488373	0.06021095831242302	ENSMUSG00000024778, ENSMUSG00000024610	81	14	18082	31.89065255731922	1.0	0.5378823045332949	61.988538200688424
GOTERM_BP_DIRECT	GO:0042523~positive regulation of tyrosine phosphorylation of Stat5 protein	2	2.3255813953488373	0.06021095831242302	ENSMUSG00000027720, ENSMUSG00000005672	81	14	18082	31.89065255731922	1.0	0.5378823045332949	61.988538200688424
GOTERM_BP_DIRECT	GO:0021819~layer formation in cerebral cortex	2	2.3255813953488373	0.06021095831242302	ENSMUSG00000031785, ENSMUSG00000048895	81	14	18082	31.89065255731922	1.0	0.5378823045332949	61.988538200688424
GOTERM_BP_DIRECT	GO:0060993~kidney morphogenesis	2	2.3255813953488373	0.06021095831242302	ENSMUSG00000091387, ENSMUSG00000019256	81	14	18082	31.89065255731922	1.0	0.5378823045332949	61.988538200688424
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	4	4.651162790697675	0.06112126557711324	ENSMUSG00000034855, ENSMUSG00000018920, ENSMUSG00000000982, ENSMUSG00000005672	81	203	18082	4.398710697561272	1.0	0.5384858772823857	62.55800926689231
GOTERM_BP_DIRECT	GO:0050710~negative regulation of cytokine secretion	2	2.3255813953488373	0.06437207870940079	ENSMUSG00000090958, ENSMUSG00000029075	81	15	18082	29.764609053497942	1.0	0.5527971109374661	64.52715773118976
GOTERM_BP_DIRECT	GO:0001516~prostaglandin biosynthetic process	2	2.3255813953488373	0.06851500413676934	ENSMUSG00000024610, ENSMUSG00000046971	81	16	18082	27.90432098765432	1.0	0.5712883279261911	66.89636087860235
GOTERM_BP_DIRECT	GO:0007420~brain development	4	4.651162790697675	0.07081070653501094	ENSMUSG00000024778, ENSMUSG00000031785, ENSMUSG00000032446, ENSMUSG00000048895	81	216	18082	4.133973479652491	1.0	0.578900280852747	68.14459021165649
GOTERM_BP_DIRECT	GO:0035994~response to muscle stretch	2	2.3255813953488373	0.07263981315115947	ENSMUSG00000052684, ENSMUSG00000021025	81	17	18082	26.26289034132171	1.0	0.5837863069510663	69.10744528092539
GOTERM_BP_DIRECT	GO:0006968~cellular defense response	2	2.3255813953488373	0.07263981315115947	ENSMUSG00000029075, ENSMUSG00000005696	81	17	18082	26.26289034132171	1.0	0.5837863069510663	69.10744528092539
GOTERM_BP_DIRECT	GO:1900745~positive regulation of p38MAPK cascade	2	2.3255813953488373	0.07263981315115947	ENSMUSG00000021453, ENSMUSG00000015312	81	17	18082	26.26289034132171	1.0	0.5837863069510663	69.10744528092539
GOTERM_BP_DIRECT	GO:0030224~monocyte differentiation	2	2.3255813953488373	0.07263981315115947	ENSMUSG00000052684, ENSMUSG00000018914	81	17	18082	26.26289034132171	1.0	0.5837863069510663	69.10744528092539
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	4	4.651162790697675	0.07392408256926802	ENSMUSG00000024014, ENSMUSG00000024402, ENSMUSG00000024610, ENSMUSG00000019489	81	220	18082	4.058810325476991	1.0	0.585722824314993	69.76714492392573
GOTERM_BP_DIRECT	GO:0007010~cytoskeleton organization	3	3.488372093023256	0.0775562293025676	ENSMUSG00000000982, ENSMUSG00000022602, ENSMUSG00000032011	81	104	18082	6.4394586894586885	1.0	0.5993176981348706	71.56224085206311
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	3	3.488372093023256	0.08274138625977306	ENSMUSG00000052684, ENSMUSG00000024778, ENSMUSG00000030103	81	108	18082	6.200960219478738	1.0	0.619480428498885	73.95267594824027
